text,sentiment
u go mariah never listen to the haters i have been a fan for so long and am so grateful for ur music ca wait the album,positive
meet bella the new member of the family,neutral
last two and know they are going to be weepies,neutral
so aparently my out of sight album sampler cd only has the video on it,neutral
just found out my abuelo in aguadilla is not doing well,negative
i love your show i subscribed and following your tweets ca wait to see more,positive
hi hun i really loved your tutorial yday soooo much it was one of the best tutorials i had watched in a long time,positive
ahhhh are soo smart thanks for this schooling of thoughts have you taught before,positive
got new followers yesterday yay just need more til,positive
ok shopping was far too fun unpacking the bags now,positive
how did your book signing go if i lived there i would came,neutral
i got me to watch it recommend some other kickass shows too phast,neutral
x men movie was pretty good kinda predictable points but good action sequences,positive
just signed up on twitter yay,positive
why wo the kids sleep,negative
been working so hard its a drag not having time to tweet,negative
another song that makes me cry and cry all day and night long,negative
at work till,neutral
worked out tonight had to work off the cheesecake i ate today to all the pple who are on a diet quit it not worth it,neutral
tell chris to stop making fun of lizzie,negative
shep nope i really want to play it aswell,neutral
oh good luck on the movie,positive
nuthin much just gettin ready head bk wrk n u,neutral
sorry my bad,negative
girls night in portland,neutral
griffin i spent yesterday nursing one of those only replace vodka with wine and japanese with posh dinner,neutral
tom do a tour in the philippines please that would be so awesome,positive
some of my new followers are pretty cool peeps check out,positive
that sucks,negative
watching bleach,neutral
message me to book your piercing appointment now,neutral
fml still awake melatonin not working,negative
dang my own ldbf did nt give me a follow friday shot out,negative
they r the most random things that my mind can churn as the chennai heat gets to me i can assure u these will b more often,negative
i was so close to the tacos one spot too late,negative
has one more paper left,neutral
now i at a doppppe rock show in the les moshie moshhhh pit,neutral
grand indonesia with mom n sisters,neutral
those were the good days the jetsons comes on right after finltstones i missed it today tho,neutral
straycat i sorry me no like when people i like do feel well your tummy,negative
my pleasure hear kelli has new project followfriday,neutral
so i m really borde and i do nt know what i should do,neutral
goodnight twitter ill see you after hours of sleep or more,neutral
toy story pwns,neutral
i have to say i find it very hard selling on etsy sometimes discouraging,negative
yes yes i am networking to the fullest and this girl is rih next to me,neutral
meh you should try the one on commercial drive with all the cats,negative
what are you confused about,negative
lol simpsons first day at your new school so lisa have fun and bart,positive
being attacked with cola all sticky,negative
aw,neutral
i like it,positive
download speeds are now unlimited until further notice,neutral
okay the new jonas episode was awesome,positive
good morning everybody,positive
i feel like crying one of my diamond earrings fell out my ear bc it was loose and i ca find it i had them forever,negative
is traumatized and saddened by the baby squirells she just found on abandoned on the sidewalk,negative
ca play solitaire for lol more updates soon y,neutral
i actually need to be cleaning my house,neutral
it raining again,negative
ew agreed,neutral
i used to be but that was a while ago now your argument is pretty sound for a trolley pusher,neutral
